proper_posture,2023-03-30 17:30:37.498431
proper_posture,2023-03-30 17:30:37.640512
bad_posture,2023-03-30 17:30:37.736378
bad_posture,2023-03-30 17:30:37.850130
bad_posture,2023-03-30 17:30:37.953624
bad_posture,2023-03-30 17:30:38.049412
bad_posture,2023-03-30 17:30:38.153288
bad_posture,2023-03-30 17:30:38.264630
bad_posture,2023-03-30 17:30:38.368967
bad_posture,2023-03-30 17:30:38.479285
bad_posture,2023-03-30 17:30:38.579811
bad_posture,2023-03-30 17:30:38.684339
bad_posture,2023-03-30 17:30:38.796352
bad_posture,2023-03-30 17:30:38.898496
bad_posture,2023-03-30 17:30:39.019246
proper_posture,2023-03-30 17:30:39.125358
proper_posture,2023-03-30 17:30:39.230069
proper_posture,2023-03-30 17:30:39.340924
proper_posture,2023-03-30 17:30:39.449141
proper_posture,2023-03-30 17:30:39.568176
proper_posture,2023-03-30 17:30:39.663155
proper_posture,2023-03-30 17:30:39.771660
proper_posture,2023-03-30 17:30:39.869751
proper_posture,2023-03-30 17:30:39.969115
proper_posture,2023-03-30 17:30:40.084997
proper_posture,2023-03-30 17:30:40.193683
proper_posture,2023-03-30 17:30:40.291307
proper_posture,2023-03-30 17:30:40.399653
proper_posture,2023-03-30 17:30:40.513346
proper_posture,2023-03-30 17:30:40.618349
proper_posture,2023-03-30 17:30:40.721664
proper_posture,2023-03-30 17:30:40.813138
proper_posture,2023-03-30 17:30:40.919668
proper_posture,2023-03-30 17:30:41.030771
proper_posture,2023-03-30 17:30:41.133907
proper_posture,2023-03-30 17:30:41.223098
proper_posture,2023-03-30 17:30:41.330311
proper_posture,2023-03-30 17:30:41.441214
proper_posture,2023-03-30 17:30:41.611557
bad_posture,2023-03-30 17:30:41.727246
bad_posture,2023-03-30 17:30:41.836601
bad_posture,2023-03-30 17:30:41.935627
bad_posture,2023-03-30 17:30:42.092751
bad_posture,2023-03-30 17:30:42.201657
bad_posture,2023-03-30 17:30:42.307530
bad_posture,2023-03-30 17:30:42.411372
bad_posture,2023-03-30 17:30:42.491255
bad_posture,2023-03-30 17:30:42.574376
bad_posture,2023-03-30 17:30:42.670377
bad_posture,2023-03-30 17:30:42.762620
bad_posture,2023-03-30 17:30:42.858086
bad_posture,2023-03-30 17:30:42.951649
bad_posture,2023-03-30 17:30:43.063414
bad_posture,2023-03-30 17:30:43.160706
bad_posture,2023-03-30 17:30:43.268129
